Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2011-01-03,9.884153366088867,9.904847270146124,9.742296013098223,9.766288608750365,445138400
2011-01-04,9.9357328414917,9.972021632242447,9.841560414303666,9.970222128505839,309080800
2011-01-05,10.017005920410156,10.02720310651674,9.882046366505515,9.88354635312121,255519600
2011-01-06,10.008912086486816,10.054497917468781,9.98401934933049,10.038602699919679,300428800
2011-01-07,10.080589294433594,10.087486991671051,9.95402660075905,10.0167081130171,311931200
2011-01-10,10.27043342590332,10.293826175677063,10.112081087474285,10.161865760178317,448560000
2011-01-11,10.246140480041504,10.345709817242307,10.1810596291799,10.343311279762082,444108000
2011-01-12,10.329516410827637,10.329816728604037,10.256938814016689,10.294428082680362,302590400
2011-01-13,10.367303848266602,10.396095910381616,10.312420981978105,10.351708948801603,296780400
2011-01-14,10.451282501220703,10.451282501220703,10.33011907038014,10.373605893770847,308840000
2011-01-18,10.216448783874512,10.339711993708983,9.777079941054497,9.882648430253735,1880998000
2011-01-19,10.162164688110352,10.454876740531216,10.103382503975908,10.447378408241695,1135612800
2011-01-20,9.977422714233398,10.145972270087986,9.900645470050167,10.089888923784121,764789200
2011-01-21,9.798673629760742,10.043400536668644,9.795973973680809,10.010110117331129,754401200
2011-01-24,10.120476722717285,10.120476722717285,9.798672315393844,9.803171474641145,574683200
2011-01-25,10.23893928527832,10.240139755010372,10.034101028670618,10.086885658763512,546868000
2011-01-26,10.312419891357422,10.364904214432999,10.241941332210297,10.285727653684862,506875600
2011-01-27,10.293228149414062,10.337615119081754,10.281832090264377,10.310323038986034,285026000
2011-01-28,10.079989433288574,10.328915997704067,10.002913486903132,10.322018299936772,592057200
2011-01-31,10.176562309265137,10.198156358116412,10.026007806233443,10.070993806312165,377246800
2011-02-01,10.347808837890625,10.366402907642247,10.226345147428107,10.235942499995229,426633200
2011-02-02,10.326516151428223,10.354407258862242,10.30342291991338,10.33041547672458,258955200
2011-02-03,10.30012321472168,10.324116598054216,10.153467262914138,10.310920237221321,393797600
2011-02-04,10.391898155212402,10.397896502113923,10.30222487115312,10.306123396215417,321840400
2011-02-07,10.553247451782227,10.594334114135988,10.42608493654283,10.433582467592181,485021600
2011-02-08,10.652817726135254,10.662415079274478,10.56134575699231,10.60723190041839,381040800
2011-02-09,10.74159049987793,10.766783549192084,10.642920526362476,10.652517077635014,482745200
2011-02-10,10.633025169372559,10.796776822143904,10.436883246999177,10.718500404009594,928550000
2011-02-11,10.702302932739258,10.730793871616948,10.60303232023471,10.6393219088423,367572800
2011-02-14,10.772183418273926,10.781180136842442,10.698105843868627,10.70050518237951,310416400
2011-02-15,10.793774604797363,10.795874426017436,10.72329605160423,10.772480879999316,284174800
2011-02-16,10.890645980834961,10.94372932974751,10.811768948653818,10.8207656649305,481157600
2011-02-17,10.7457914352417,10.804873944469952,10.692406954521193,10.714301318733883,530583200
2011-02-18,10.51365852355957,10.781778129655159,10.482467130563226,10.758085068091102,816057200
2011-02-22,10.155266761779785,10.358906198056918,10.128575324106038,10.261435080433472,872555600
2011-02-23,10.275534629821777,10.336115538066306,10.155269762506954,10.160069241436567,671854400
2011-02-24,10.283329963684082,10.351409996334738,10.148070851643936,10.317520539309943,499900800
2011-02-25,10.441680908203125,10.449778273982945,10.340911109102239,10.354706502527536,380018800
2011-02-28,10.593134880065918,10.64831805210636,10.530453376387959,10.534052383370655,403074000
2011-03-01,10.476173400878906,10.66841602310684,10.427288072691589,10.66091848956453,456136800
2011-03-02,10.560446739196777,10.627327099799714,10.448879899509597,10.495666200242237,602590800
2011-03-03,10.78357982635498,10.79047752386238,10.674412331205659,10.712501428053379,500788400
2011-03-04,10.796773910522461,10.805471110003674,10.72929373322168,10.79887293076558,453266800
2011-03-07,10.657615661621094,10.84685903679593,10.536151981491294,10.83876087083273,546123200
2011-03-08,10.669615745544434,10.71880139175844,10.564346754257128,10.64412317035704,356316800
2011-03-09,10.570945739746094,10.639625619165685,10.514863191257021,10.637525797061437,453306000
2011-03-10,10.396988868713379,10.48996157709557,10.343904738101598,10.470466563269175,507539200
2011-03-11,10.556543350219727,10.56644101832164,10.346907232111318,10.356803298519228,471080400
2011-03-14,10.603631019592285,10.691205249821058,10.536151644372111,10.592234164752998,435957200
2011-03-15,10.359804153442383,10.432082203251412,10.199951874777296,10.259933718665483,721081200
2011-03-16,9.897343635559082,10.28692779379138,9.78487745263288,10.256936865067543,1162011200
2011-03-17,10.036206245422363,10.185261580708554,9.916841529731922,10.101886150069994,659422400
2011-03-18,9.91713809967041,10.142970616070896,9.897044041438246,10.110879866103932,753214000
2011-03-21,10.175960540771484,10.189156100603354,10.05479635889598,10.076690721355375,409402000
2011-03-22,10.232941627502441,10.275529875777648,10.171160277473467,10.273730372329402,325922800
2011-03-23,10.172661781311035,10.203552060509118,10.075490182307137,10.175360636462377,372996400
2011-03-24,10.346012115478516,10.37690320193443,10.162767020299926,10.252440305336822,404712000
2011-03-25,10.543050765991211,10.558645663348827,10.407490561060232,10.438981474319421,448910000
2011-03-28,10.510058403015137,10.626424687113085,10.510058403015137,10.59133477146014,309355200
2011-03-29,10.525656700134277,10.525656700134277,10.378701224657,10.42668639184854,352900800
2011-03-30,10.45577621459961,10.523257201761009,10.420087259769904,10.51605838623807,329406000
2011-03-31,10.452177047729492,10.490865171785964,10.378699323450759,10.387696040121575,274019200
2011-04-01,10.333712577819824,10.544550017509522,10.29592380201267,10.53015478915506,418661600
2011-04-04,10.232643127441406,10.334912914794351,10.148968210901355,10.32621571435385,460084800
2011-04-05,10.163665771484375,10.264435592033207,10.076991665051366,10.106683080359824,482731200
2011-04-06,10.13817310333252,10.313920653188525,10.111181344677565,10.233545211879271,402539200
2011-04-07,10.139371871948242,10.209849629189067,10.077889230489983,10.139970905655984,373447200
2011-04-08,10.048800468444824,10.201454789439897,10.015510845248853,10.194557091100142,377535200
2011-04-11,9.921040534973145,10.067095897970159,9.89764777960433,10.01881039987184,398946800
2011-04-12,9.969026565551758,10.00891437700103,9.903045540846515,9.91174274470017,425639200
2011-04-13,10.080889701843262,10.081189218711922,9.972621561448097,10.047599282823745,346220000
2011-04-14,9.969621658325195,10.076989638555997,9.95882543744108,10.04100036696552,301800800
2011-04-15,9.820867538452148,10.006212438274282,9.801073796147564,9.996015249377848,453605600
2011-04-18,9.952527046203613,9.963923902786854,9.601932156525336,9.780079015722086,609898800
2011-04-19,10.132770538330078,10.136368743692714,9.948325073899898,9.990013162070836,419378400
2011-04-20,10.269232749938965,10.369402721005894,10.241941478160753,10.302222850579604,700666400
2011-04-21,10.517857551574707,10.650718098558626,10.45247718873432,10.646818773644432,753810400
2011-04-25,10.58713436126709,10.609328233103383,10.505858004866782,10.507058474461651,266546000
2011-04-26,10.509459495544434,10.646518068137981,10.477368751820531,10.605430608210483,338800000
2011-04-27,10.501361846923828,10.56734284103106,10.409889888702052,10.564043350859777,356213200
2011-04-28,10.399396896362305,10.48936890001767,10.362507461897552,10.382601524380567,360959200
2011-04-29,10.500762939453125,10.615328126862027,10.396993171472218,10.400292661683148,1006345200
2011-05-02,10.385295867919922,10.510958382861796,10.36190312509941,10.489064825750287,442713600
2011-05-03,10.442879676818848,10.493564493152652,10.365502624418655,10.436581814699855,313348000
2011-05-04,10.48397159576416,10.551751319343284,10.403295024917142,10.444682820918432,389250400
2011-05-05,10.399396896362305,10.52535898283568,10.378402681385133,10.448881258118531,335969200
2011-05-06,10.396697998046875,10.496867999987677,10.38320211642946,10.487570961671953,280134400
2011-05-09,10.424886703491211,10.47287267068066,10.39279595279029,10.432683752449913,204747200
2011-05-10,10.480372428894043,10.487570445628478,10.396697486474826,10.463577056513696,282091600
2011-05-11,10.413790702819824,10.496866604401212,10.354109154513566,10.467475506044467,336000000
2011-05-12,10.393997192382812,10.410493046811363,10.265036738036295,10.380502113104459,322000000
2011-05-13,10.211952209472656,10.384400285949251,10.207453849518869,10.36670636306889,326116000
2011-05-16,9.996015548706055,10.233545268557746,9.975021335643552,10.172963569700636,449775200
2011-05-17,10.081189155578613,10.081189155578613,9.918937505283536,9.95702660074101,452334400
2011-05-18,10.19305419921875,10.228443634116067,10.076989025632,10.0910847360558,334776400
2011-05-19,10.212849617004395,10.269232463553175,10.157065804164189,10.25933559380643,261170000
2011-05-20,10.05359935760498,10.225448391822322,10.047601010727822,10.18376028144977,337968400
2011-05-23,10.029006004333496,10.07639214319634,9.879651173281193,9.896146226554102,383600000
2011-05-24,9.962723731994629,10.073991034599551,9.937231165028882,10.061994344063397,321927200
2011-05-25,10.100379943847656,10.153764404214982,9.98251528806366,9.999909684690996,294224000
2011-05-26,10.04699993133545,10.10368310103114,10.029905045277095,10.076091509661868,222560800
2011-05-27,10.11927604675293,10.125874226226683,10.026304102164149,10.040999646932127,203599200
2011-05-31,10.43178653717041,10.43178653717041,10.226947383827149,10.229947358291033,417754400
2011-06-01,10.36220645904541,10.560746931047598,10.336415169759126,10.462977082578808,554682800
2011-06-02,10.379900932312012,10.436284589464867,10.325917414644804,10.391897625503542,338783200
2011-06-03,10.30012321472168,10.356806381573934,10.257236243285632,10.292326165985846,313250000
2011-06-06,10.13817310333252,10.408392609328198,10.131275405216714,10.367904971345768,461941200
2011-06-07,9.958226203918457,10.14357109882834,9.954027361542973,10.142071912689316,529785200
2011-06-08,9.964224815368652,10.04100204772635,9.916539963524757,9.950429419472192,333723600
2011-06-09,9.941731452941895,10.007111822091277,9.919537572930663,9.994515295598417,275088800
2011-06-10,9.77408218383789,9.946830558774606,9.76238500774103,9.913540136128404,433955200
